area_limpo,bathrooms_limpo,rooms_limpo,condo_limpo,garages_limpo,price_limpo
135,1.0,2.0,790.0,1.0,640007.0
34,1.0,1.0,350.0,0.0,285000.0
45,1.0,1.0,500.0,1.0,550000.0
63,2.0,2.0,630.0,1.0,666250.0
31,1.0,1.0,300.0,0.0,160000.0
40,1.0,1.0,328.0,1.0,485000.0
42,2.0,1.0,510.0,1.0,475000.0
62,2.0,2.0,539.0,1.0,603000.0
44,2.0,1.0,700.0,1.0,530000.0
48,2.0,1.0,384.0,1.0,475000.0
37,1.0,1.0,240.0,0.0,240000.0
48,2.0,1.0,384.0,1.0,480000.0
48,1.0,1.0,533.0,0.0,320000.0
100,3.0,3.0,698.0,0.0,525000.0
45,1.0,1.0,421.0,1.0,370000.0
40,2.0,1.0,275.0,0.0,250000.0
39,1.0,1.0,384.0,1.0,450000.0
51,2.0,1.0,430.0,0.0,265000.0
50,1.0,1.0,405.0,1.0,449000.0
50,1.0,2.0,420.0,1.0,440000.0
44,2.0,1.0,700.0,1.0,530000.0
39,1.0,1.0,680.0,1.0,440000.0
45,2.0,1.0,560.0,1.0,468000.0
45,2.0,1.0,360.0,1.0,480000.0
50,1.0,1.0,400.0,1.0,455000.0
48,2.0,2.0,419.0,1.0,449000.0
135,2.0,2.0,790.0,1.0,640000.0
85,1.0,2.0,600.0,0.0,610000.0
42,1.0,1.0,580.0,1.0,420000.0
70,1.0,1.0,650.0,0.0,580000.0
79,2.0,1.0,480.0,0.0,340000.0
42,1.0,1.0,486.0,1.0,450000.0
37,1.0,1.0,320.0,1.0,390000.0
76,1.0,1.0,515.0,0.0,350000.0
40,1.0,1.0,280.0,1.0,280003.0
40,1.0,1.0,500.0,0.0,230000.0
45,1.0,1.0,500.0,1.0,520000.0
47,2.0,1.0,500.0,1.0,490000.0
34,1.0,1.0,390.0,0.0,285000.0
62,1.0,2.0,600.0,1.0,320000.0
38,1.0,1.0,626.0,1.0,446051.0
63,2.0,2.0,539.0,1.0,599000.0
50,1.0,1.0,590.0,0.0,218000.0
34,1.0,1.0,440.0,1.0,400000.0
45,1.0,1.0,500.0,1.0,480000.0
42,1.0,1.0,486.0,1.0,450000.0
40,1.0,1.0,350.0,0.0,225000.0
28,1.0,1.0,500.0,0.0,455000.0
61,2.0,2.0,530.0,1.0,599000.0
45,1.0,1.0,550.0,1.0,490000.0
39,1.0,1.0,249.0,0.0,208000.0
62,2.0,2.0,539.0,1.0,599000.0
56,1.0,2.0,600.0,1.0,350000.0
60,1.0,1.0,653.0,0.0,380000.0
40,2.0,1.0,165.0,0.0,199000.0
42,1.0,1.0,486.0,1.0,450000.0
51,2.0,1.0,430.0,0.0,265000.0
37,1.0,2.0,280.0,1.0,450000.0
47,1.0,1.0,335.0,0.0,190000.0
41,1.0,1.0,450.0,1.0,465000.0
41,1.0,1.0,328.0,1.0,480000.0
44,2.0,1.0,700.0,1.0,530000.0
40,1.0,1.0,260.0,0.0,225000.0
36,1.0,1.0,450.0,1.0,350000.0
42,1.0,1.0,486.0,1.0,420016.0
31,1.0,1.0,300.0,0.0,170000.0
51,1.0,1.0,430.0,0.0,265000.0
62,2.0,2.0,539.0,1.0,599100.0
39,1.0,1.0,380.0,1.0,485900.0
52,1.0,2.0,275.0,0.0,220000.0
38,1.0,1.0,400.0,1.0,447000.0
51,1.0,1.0,430.0,0.0,265000.0
28,1.0,1.0,250.0,0.0,325000.0
62,2.0,2.0,425.0,1.0,560000.0
49,1.0,1.0,430.0,1.0,340000.0
57,1.0,1.0,420.0,0.0,300000.0
60,2.0,1.0,740.0,1.0,550000.0
51,1.0,1.0,430.0,0.0,265000.0
60,2.0,1.0,738.0,1.0,550000.0
42,1.0,1.0,485.0,1.0,450000.0
60,1.0,1.0,652.0,0.0,380000.0
33,1.0,1.0,400.0,1.0,370000.0
64,2.0,2.0,389.0,1.0,573000.0
47,1.0,1.0,420.0,0.0,265000.0
39,1.0,1.0,205.0,0.0,230014.0
55,1.0,2.0,440.0,1.0,600000.0
62,2.0,2.0,558.0,1.0,599000.0
63,2.0,2.0,539.0,1.0,599200.0
42,1.0,1.0,486.0,1.0,450000.0
45,1.0,1.0,540.0,1.0,540000.0
38,1.0,1.0,430.0,1.0,452000.0
39,2.0,1.0,650.0,1.0,360000.0
40,1.0,1.0,260.0,0.0,225000.0
37,1.0,2.0,280.0,1.0,490879.0
42,1.0,1.0,390.0,0.0,260000.0
41,1.0,1.0,450.0,1.0,430000.0
63,2.0,2.0,500.0,1.0,660000.0
106,2.0,2.0,550.0,1.0,540000.0
42,1.0,1.0,485.0,1.0,450000.0
67,2.0,1.0,500.0,1.0,529000.0
35,1.0,1.0,225.0,0.0,291000.0
63,2.0,2.0,539.0,1.0,599100.0
45,1.0,1.0,550.0,1.0,430000.0
52,1.0,2.0,467.0,0.0,395000.0
39,1.0,1.0,190.0,0.0,175999.0
38,1.0,1.0,400.0,1.0,467968.0
39,1.0,1.0,600.0,1.0,570000.0
41,1.0,1.0,450.0,1.0,430000.0
38,1.0,1.0,390.0,1.0,352000.0
60,1.0,1.0,495.0,0.0,380000.0
38,1.0,1.0,350.0,1.0,445000.0
36,1.0,1.0,275.0,0.0,175000.0
34,1.0,1.0,450.0,1.0,487600.0
77,2.0,1.0,590.0,0.0,580000.0
62,2.0,2.0,539.0,1.0,619000.0
60,2.0,2.0,532.0,1.0,580016.0
124,2.0,3.0,741.0,0.0,670000.0
47,1.0,1.0,500.0,0.0,350000.0
44,1.0,1.0,592.0,0.0,501974.0
40,1.0,1.0,330.0,0.0,244000.0
39,1.0,1.0,400.0,1.0,489901.0
36,1.0,1.0,260.0,0.0,205000.0
36,1.0,1.0,260.0,0.0,205000.0
42,1.0,1.0,485.0,1.0,450000.0
35,1.0,1.0,488.0,1.0,330000.0
36,1.0,1.0,430.0,1.0,460000.0
58,1.0,1.0,550.0,0.0,290000.0
45,2.0,2.0,420.0,1.0,500000.0
43,1.0,1.0,530.0,1.0,555000.0
39,1.0,1.0,350.0,1.0,489000.0
50,2.0,1.0,638.0,1.0,640000.0
38,1.0,1.0,383.0,1.0,554631.0
45,1.0,1.0,390.0,1.0,520000.0
62,1.0,2.0,539.0,1.0,599000.0
60,2.0,1.0,740.0,1.0,550000.0
30,1.0,1.0,360.0,1.0,340000.0
36,1.0,1.0,340.0,1.0,349705.0
36,1.0,1.0,340.0,1.0,349795.0
40,1.0,1.0,277.0,0.0,235000.0
51,2.0,1.0,430.0,0.0,265000.0
42,1.0,1.0,485.0,1.0,450000.0
51,1.0,1.0,430.0,0.0,265000.0
45,1.0,1.0,603.0,1.0,330000.0
45,1.0,1.0,580.0,1.0,519000.0
38,1.0,1.0,305.0,1.0,440918.0
45,1.0,1.0,369.0,1.0,596892.0
100,3.0,2.0,600.0,0.0,750000.0
34,1.0,1.0,280.0,1.0,366000.0
37,1.0,2.0,370.0,0.0,430000.0
57,1.0,1.0,450.0,0.0,295000.0
38,1.0,1.0,626.0,1.0,446051.0
50,2.0,1.0,638.0,1.0,640000.0
55,1.0,1.0,450.0,0.0,240000.0
70,2.0,2.0,650.0,1.0,350000.0
37,1.0,1.0,359.0,1.0,400000.0
35,1.0,1.0,350.0,0.0,185000.0
40,2.0,1.0,165.0,0.0,205000.0
50,1.0,1.0,390.0,1.0,449000.0
48,1.0,1.0,430.0,1.0,460016.0
40,1.0,1.0,500.0,1.0,470000.0
50,1.0,1.0,410.0,1.0,400000.0
31,1.0,1.0,385.0,1.0,300000.0
56,1.0,1.0,220.0,0.0,280000.0
77,2.0,1.0,590.0,0.0,580000.0
28,1.0,1.0,385.0,1.0,326900.0
38,1.0,1.0,156.0,0.0,277200.0
37,1.0,1.0,415.0,0.0,270000.0
48,1.0,1.0,341.0,0.0,330000.0
47,1.0,1.0,359.0,0.0,310000.0
42,1.0,1.0,475.0,1.0,500000.0
62,3.0,2.0,539.0,1.0,599100.0
135,1.0,3.0,590.0,1.0,640000.0
45,1.0,1.0,550.0,1.0,530000.0
72,2.0,2.0,510.0,1.0,400000.0
78,2.0,1.0,480.0,0.0,371000.0
77,1.0,1.0,583.0,1.0,490000.0
60,1.0,1.0,495.0,0.0,380000.0
45,1.0,1.0,430.0,0.0,338000.0
32,1.0,1.0,425.0,0.0,280000.0
32,1.0,1.0,425.0,0.0,280000.0
47,1.0,1.0,500.0,0.0,340000.0
103,1.0,2.0,480.0,0.0,375000.0
51,2.0,1.0,335.0,0.0,280000.0
42,1.0,1.0,390.0,0.0,260000.0
43,1.0,1.0,400.0,0.0,380000.0
54,1.0,1.0,550.0,1.0,550000.0
36,1.0,1.0,317.0,0.0,380000.0
41,1.0,1.0,450.0,1.0,520000.0
38,1.0,1.0,290.0,0.0,260000.0
41,1.0,1.0,450.0,1.0,520000.0
50,1.0,1.0,660.0,1.0,372340.0
42,1.0,1.0,486.0,1.0,450000.0
33,2.0,2.0,371.0,0.0,417600.0
40,1.0,1.0,450.0,0.0,280000.0
42,1.0,1.0,485.0,1.0,482000.0
38,1.0,1.0,425.0,1.0,484428.0
101,2.0,2.0,630.0,0.0,620000.0
38,1.0,1.0,400.0,1.0,445000.0
76,1.0,1.0,690.0,1.0,580000.0
120,2.0,3.0,470.0,0.0,450000.0
36,1.0,1.0,540.0,1.0,540000.0
51,2.0,1.0,335.0,0.0,280000.0
100,2.0,3.0,360.0,0.0,450000.0
67,1.0,2.0,700.0,1.0,650000.0
37,1.0,1.0,640.0,1.0,300000.0
39,1.0,1.0,280.0,0.0,380000.0
59,2.0,1.0,400.0,1.0,598400.0
51,2.0,1.0,430.0,0.0,265000.0
35,1.0,1.0,550.0,0.0,219000.0
38,1.0,1.0,425.0,1.0,534000.0
38,1.0,1.0,500.0,0.0,230000.0
40,1.0,1.0,600.0,1.0,450000.0
34,1.0,1.0,390.0,0.0,294000.0
60,1.0,1.0,653.0,0.0,380000.0
38,1.0,1.0,300.0,1.0,491000.0
45,1.0,1.0,450.0,1.0,470000.0
45,1.0,1.0,460.0,0.0,270000.0
25,1.0,1.0,200.0,0.0,241000.0
51,1.0,1.0,288.0,0.0,280000.0
42,1.0,1.0,390.0,0.0,260000.0
39,1.0,1.0,450.0,1.0,560000.0
49,1.0,1.0,500.0,1.0,250000.0
38,1.0,1.0,350.0,1.0,478500.0
100,2.0,2.0,890.0,0.0,680000.0
76,1.0,1.0,380.0,0.0,240000.0
40,1.0,1.0,470.0,1.0,534000.0
43,1.0,1.0,330.0,0.0,459000.0
77,1.0,1.0,590.0,0.0,580000.0
42,1.0,1.0,390.0,0.0,260000.0
33,1.0,1.0,610.0,1.0,290000.0
38,1.0,1.0,570.0,1.0,509000.0
57,1.0,1.0,420.0,0.0,300000.0
38,1.0,1.0,450.0,1.0,479500.0
39,1.0,1.0,450.0,1.0,477199.0
62,2.0,2.0,539.0,1.0,565000.0
114,2.0,2.0,790.0,1.0,630000.0
40,1.0,1.0,380.0,0.0,276600.0
45,1.0,1.0,565.0,0.0,235000.0
40,1.0,1.0,600.0,1.0,450000.0
37,1.0,2.0,280.0,1.0,485000.0
36,1.0,1.0,450.0,1.0,350000.0
33,1.0,1.0,200.0,0.0,371830.0
38,1.0,1.0,485.0,1.0,530000.0
38,1.0,2.0,300.0,0.0,418140.0
42,1.0,1.0,280.0,0.0,275000.0
45,1.0,1.0,600.0,1.0,530000.0
42,1.0,1.0,328.0,0.0,290000.0
40,1.0,1.0,400.0,0.0,220000.0
39,1.0,1.0,430.0,1.0,595000.0
43,1.0,1.0,360.0,0.0,400000.0
53,1.0,1.0,280.0,0.0,255000.0
42,1.0,1.0,390.0,0.0,260000.0
69,1.0,1.0,450.0,1.0,334000.0
57,1.0,1.0,560.0,0.0,305000.0
70,1.0,1.0,650.0,0.0,550000.0
50,1.0,1.0,450.0,0.0,190000.0
39,1.0,1.0,550.0,1.0,515000.0
28,1.0,1.0,385.0,1.0,300000.0
60,1.0,1.0,654.0,0.0,380000.0
40,1.0,1.0,250.0,0.0,220000.0
45,1.0,1.0,250.0,0.0,370000.0
35,2.0,1.0,350.0,0.0,280000.0
76,2.0,1.0,590.0,0.0,580000.0
34,1.0,1.0,297.0,0.0,280000.0
57,1.0,1.0,560.0,0.0,315000.0
57,1.0,1.0,590.0,0.0,307400.0
23,1.0,1.0,300.0,0.0,160000.0
60,1.0,1.0,340.0,0.0,305000.0
28,1.0,1.0,388.0,1.0,343217.0
42,1.0,1.0,450.0,2.0,485000.0
51,2.0,1.0,430.0,0.0,265000.0
38,1.0,1.0,380.0,1.0,541000.0
52,1.0,1.0,500.0,0.0,280000.0
42,1.0,1.0,390.0,0.0,260000.0
54,1.0,1.0,400.0,0.0,250000.0
38,1.0,2.0,300.0,0.0,418600.0
39,1.0,1.0,312.0,1.0,495000.0
104,1.0,2.0,700.0,1.0,580000.0
48,1.0,1.0,410.0,1.0,400000.0
38,1.0,1.0,470.0,1.0,499000.0
43,1.0,1.0,390.0,0.0,417900.0
42,1.0,1.0,360.0,0.0,450000.0
42,1.0,1.0,360.0,0.0,450000.0
42,1.0,1.0,360.0,0.0,450000.0
31,1.0,1.0,385.0,1.0,300000.0
38,1.0,1.0,400.0,1.0,585000.0
63,1.0,2.0,490.0,1.0,600000.0
70,2.0,2.0,450.0,1.0,742000.0
41,1.0,1.0,284.0,0.0,270000.0
37,1.0,1.0,300.0,1.0,544000.0
123,2.0,3.0,741.0,0.0,670000.0
38,1.0,1.0,370.0,0.0,212000.0
39,1.0,1.0,450.0,1.0,528854.0
34,1.0,1.0,390.0,0.0,295000.0
52,1.0,2.0,418.0,1.0,554141.0
63,1.0,2.0,300.0,0.0,380000.0
76,2.0,1.0,591.0,0.0,580000.0
104,1.0,3.0,1072.0,2.0,590000.0
51,2.0,1.0,288.0,0.0,300000.0
35,2.0,1.0,350.0,0.0,280000.0
40,1.0,1.0,500.0,1.0,390000.0
43,1.0,1.0,650.0,0.0,445000.0
42,1.0,1.0,450.0,2.0,485000.0
44,1.0,1.0,592.0,0.0,504494.0
67,2.0,1.0,500.0,1.0,529000.0
51,1.0,1.0,430.0,0.0,265000.0
51,1.0,1.0,430.0,0.0,265000.0
48,2.0,1.0,338.0,0.0,330000.0
50,1.0,1.0,380.0,0.0,365000.0
95,2.0,2.0,480.0,0.0,614800.0
50,1.0,1.0,403.0,0.0,320000.0
50,1.0,1.0,403.0,0.0,320000.0
50,1.0,1.0,403.0,0.0,320000.0
114,2.0,2.0,680.0,1.0,630000.0
32,1.0,1.0,550.0,1.0,380000.0
38,1.0,1.0,425.0,1.0,484428.0
42,1.0,1.0,486.0,1.0,450000.0
66,2.0,3.0,562.0,0.0,430000.0
38,1.0,1.0,435.0,0.0,260000.0
37,1.0,1.0,366.0,1.0,670000.0
100,3.0,2.0,700.0,0.0,695000.0
30,1.0,1.0,320.0,0.0,230000.0
49,1.0,1.0,500.0,0.0,250000.0
39,1.0,1.0,753.0,1.0,510000.0
106,1.0,1.0,690.0,0.0,800000.0
56,1.0,2.0,330.0,0.0,300000.0
39,1.0,1.0,250.0,1.0,530000.0
37,1.0,1.0,300.0,0.0,480000.0
38,1.0,1.0,540.0,0.0,197000.0
79,2.0,2.0,690.0,0.0,380000.0
56,1.0,1.0,400.0,0.0,300000.0
38,1.0,1.0,567.0,0.0,212000.0
43,1.0,1.0,430.0,0.0,419000.0
70,1.0,1.0,650.0,0.0,580000.0
39,1.0,1.0,450.0,0.0,300000.0
28,1.0,1.0,385.0,1.0,319300.0
50,1.0,1.0,628.0,0.0,280000.0
70,2.0,3.0,640.0,0.0,470000.0
39,1.0,1.0,650.0,1.0,430000.0
39,1.0,1.0,659.0,1.0,650000.0
70,1.0,1.0,450.0,0.0,270000.0
25,1.0,1.0,290.0,0.0,239000.0
47,1.0,1.0,359.0,0.0,310000.0
54,1.0,2.0,470.0,1.0,554900.0
40,1.0,1.0,385.0,0.0,280003.0
64,1.0,1.0,600.0,1.0,600000.0
34,1.0,1.0,276.0,0.0,192000.0
63,2.0,1.0,490.0,1.0,590000.0
34,1.0,1.0,350.0,1.0,410000.0
77,1.0,1.0,590.0,0.0,580000.0
77,1.0,1.0,583.0,0.0,490000.0
100,2.0,3.0,360.0,0.0,450000.0
63,2.0,2.0,490.0,1.0,590000.0
77,2.0,1.0,590.0,0.0,580000.0
77,2.0,1.0,590.0,0.0,580000.0
85,2.0,2.0,580.0,0.0,584000.0
35,1.0,1.0,300.0,0.0,210000.0
50,1.0,1.0,197.0,0.0,225000.0
86,2.0,3.0,280.0,0.0,380000.0
30,1.0,1.0,180.0,0.0,160000.0
63,1.0,1.0,420.0,0.0,379999.0
77,1.0,1.0,590.0,0.0,580000.0
34,1.0,1.0,276.0,0.0,192000.0
39,1.0,1.0,250.0,1.0,530000.0
39,1.0,1.0,300.0,1.0,574240.0
40,1.0,1.0,640.0,1.0,650000.0
44,1.0,1.0,500.0,0.0,520000.0
83,1.0,2.0,510.0,0.0,584000.0
49,1.0,2.0,550.0,0.0,275000.0
44,1.0,1.0,400.0,0.0,300000.0
44,1.0,1.0,400.0,0.0,300000.0
49,1.0,2.0,550.0,0.0,280000.0
120,4.0,3.0,815.0,0.0,460000.0
67,1.0,2.0,630.0,0.0,395000.0
52,1.0,2.0,413.0,1.0,670817.0
50,1.0,1.0,332.0,0.0,330000.0
117,2.0,1.0,710.0,0.0,500000.0
43,1.0,1.0,435.0,0.0,200000.0
64,1.0,1.0,600.0,1.0,600000.0
77,2.0,1.0,691.0,0.0,580000.0
36,1.0,1.0,250.0,0.0,220000.0
77,1.0,1.0,583.0,0.0,489000.0
45,1.0,1.0,310.0,0.0,352000.0
34,1.0,1.0,390.0,0.0,300000.0
36,1.0,1.0,300.0,0.0,297000.0
34,1.0,1.0,390.0,0.0,296000.0
40,1.0,1.0,460.0,0.0,287000.0
33,1.0,1.0,450.0,0.0,456003.0
86,2.0,3.0,280.0,0.0,380000.0
52,1.0,1.0,281.0,0.0,300000.0
52,1.0,1.0,281.0,0.0,300000.0
94,2.0,2.0,800.0,0.0,699000.0
47,1.0,1.0,370.0,0.0,298000.0
29,1.0,1.0,450.0,0.0,322000.0
40,1.0,1.0,452.0,0.0,265000.0
35,1.0,1.0,425.0,0.0,320000.0
33,1.0,1.0,392.0,0.0,230000.0
44,1.0,2.0,378.0,0.0,385000.0
40,1.0,1.0,480.0,0.0,265000.0
40,1.0,1.0,499.0,0.0,212000.0
60,2.0,1.0,340.0,0.0,305000.0
70,1.0,1.0,450.0,0.0,300000.0
70,1.0,1.0,450.0,0.0,300000.0
98,1.0,2.0,440.0,0.0,499984.0
53,1.0,1.0,386.0,0.0,340000.0
35,1.0,1.0,430.0,0.0,380000.0
50,1.0,2.0,680.0,0.0,400000.0
50,1.0,1.0,879.0,1.0,740000.0
50,1.0,1.0,347.0,0.0,340000.0
74,1.0,1.0,500.0,0.0,645000.0
62,1.0,2.0,630.0,1.0,325000.0
44,1.0,1.0,390.0,0.0,255000.0
45,1.0,1.0,425.0,0.0,220000.0
45,1.0,1.0,425.0,0.0,220000.0
48,1.0,1.0,380.0,0.0,280000.0
76,2.0,2.0,515.0,0.0,510000.0
44,1.0,1.0,400.0,0.0,380000.0
37,1.0,1.0,293.0,0.0,215000.0
76,1.0,1.0,591.0,0.0,580000.0
80,1.0,1.0,403.0,0.0,320000.0
80,1.0,1.0,403.0,0.0,320000.0
35,1.0,2.0,379.0,0.0,350000.0
63,2.0,2.0,640.0,0.0,440000.0
34,2.0,1.0,300.0,0.0,150000.0
39,1.0,1.0,312.0,1.0,495000.0
41,1.0,1.0,270.0,0.0,250000.0
65,1.0,2.0,700.0,1.0,600000.0
29,1.0,1.0,225.0,0.0,290800.0
77,1.0,1.0,591.0,0.0,580000.0
35,1.0,2.0,272.0,0.0,245000.0
29,1.0,1.0,245.0,0.0,300000.0
44,1.0,1.0,670.0,0.0,320000.0
33,1.0,1.0,450.0,1.0,460000.0
42,1.0,1.0,430.0,0.0,265000.0
100,3.0,3.0,490.0,1.0,600000.0
45,1.0,1.0,454.0,0.0,255000.0
34,1.0,2.0,340.0,0.0,349000.0
25,1.0,1.0,240.0,0.0,205000.0
49,1.0,2.0,550.0,0.0,270000.0
60,1.0,1.0,652.0,0.0,380000.0
74,1.0,1.0,550.0,0.0,350000.0
39,1.0,1.0,448.0,0.0,270000.0
63,1.0,2.0,300.0,0.0,380000.0
40,1.0,1.0,546.0,1.0,630000.0
27,1.0,1.0,366.0,1.0,539900.0
40,1.0,1.0,640.0,1.0,650000.0
33,1.0,1.0,447.0,0.0,431643.0
50,1.0,1.0,582.0,0.0,225000.0
41,1.0,1.0,320.0,0.0,390000.0
109,2.0,3.0,770.0,0.0,580000.0
77,1.0,1.0,590.0,0.0,580000.0
45,1.0,1.0,220.0,0.0,275000.0
70,2.0,3.0,618.0,0.0,450000.0
36,1.0,1.0,440.0,1.0,470000.0
40,1.0,1.0,429.0,0.0,275000.0
42,1.0,1.0,400.0,0.0,400000.0
48,1.0,1.0,419.0,1.0,449000.0
76,2.0,2.0,511.0,0.0,480000.0
76,1.0,1.0,590.0,0.0,580000.0
56,1.0,1.0,890.0,0.0,350000.0
40,1.0,1.0,450.0,0.0,200000.0
45,1.0,1.0,550.0,1.0,583000.0
69,1.0,1.0,386.0,0.0,440000.0
29,1.0,1.0,387.0,1.0,300000.0
42,1.0,1.0,550.0,0.0,238000.0
120,2.0,2.0,780.0,1.0,630000.0
49,1.0,2.0,500.0,0.0,285000.0
23,2.0,1.0,300.0,0.0,279000.0
49,1.0,1.0,800.0,1.0,550000.0
86,2.0,3.0,280.0,0.0,380000.0
45,1.0,2.0,379.0,0.0,390000.0
45,1.0,1.0,350.0,0.0,299000.0
34,1.0,2.0,400.0,0.0,419000.0
42,2.0,1.0,289.0,0.0,300000.0
35,2.0,2.0,394.0,0.0,490400.0
44,2.0,2.0,378.0,0.0,385000.0
50,1.0,1.0,434.0,1.0,439000.0
27,1.0,1.0,367.0,1.0,559000.0
76,2.0,1.0,591.0,0.0,580000.0
38,1.0,1.0,350.0,1.0,478500.0
59,1.0,1.0,600.0,0.0,612000.0
62,1.0,1.0,370.0,0.0,280000.0
50,1.0,1.0,403.0,0.0,320000.0
48,1.0,1.0,400.0,1.0,636000.0
48,1.0,1.0,400.0,1.0,636000.0
60,1.0,1.0,494.0,0.0,380000.0
37,2.0,2.0,413.0,0.0,476700.0
40,1.0,1.0,382.0,0.0,220000.0
38,1.0,2.0,370.0,0.0,220000.0
62,2.0,2.0,470.0,0.0,480000.0
57,1.0,1.0,520.0,0.0,310000.0
77,1.0,1.0,690.0,0.0,580000.0
44,1.0,1.0,670.0,0.0,350000.0
65,2.0,1.0,550.0,0.0,320000.0
50,1.0,1.0,400.0,0.0,287000.0
84,2.0,1.0,515.0,0.0,400000.0
35,1.0,1.0,255.0,0.0,290800.0
40,1.0,1.0,470.0,0.0,230000.0
40,1.0,1.0,500.0,0.0,255000.0
25,1.0,1.0,400.0,0.0,225000.0
25,1.0,1.0,400.0,0.0,225000.0
50,1.0,1.0,451.0,0.0,330000.0
47,1.0,1.0,505.0,1.0,340000.0
41,1.0,1.0,350.0,0.0,350000.0
51,1.0,1.0,399.0,0.0,260000.0
86,2.0,3.0,280.0,0.0,380000.0
33,1.0,1.0,240.0,0.0,190000.0
66,2.0,2.0,640.0,0.0,580000.0
38,1.0,1.0,156.0,0.0,308000.0
55,1.0,2.0,499.0,0.0,380000.0
60,1.0,1.0,495.0,0.0,380000.0
33,1.0,1.0,260.0,0.0,210000.0
28,1.0,1.0,570.0,1.0,324600.0
42,1.0,1.0,390.0,0.0,260000.0
32,1.0,1.0,320.0,0.0,180000.0
28,1.0,1.0,390.0,0.0,295000.0
39,1.0,1.0,448.0,0.0,270000.0
77,2.0,1.0,590.0,0.0,580000.0
77,2.0,1.0,590.0,0.0,580000.0
96,1.0,2.0,610.0,0.0,690000.0
42,1.0,1.0,550.0,0.0,286000.0
103,3.0,2.0,492.0,0.0,482000.0
46,1.0,1.0,448.0,0.0,350000.0
35,1.0,1.0,255.0,0.0,290800.0
60,1.0,2.0,324.0,0.0,400000.0
45,1.0,1.0,220.0,0.0,280000.0
35,1.0,1.0,225.0,0.0,290800.0
61,1.0,2.0,600.0,0.0,365000.0
25,1.0,1.0,290.0,0.0,180000.0
25,1.0,1.0,290.0,0.0,180000.0
93,1.0,1.0,375.0,0.0,400000.0
93,1.0,1.0,375.0,0.0,400000.0
56,1.0,1.0,670.0,1.0,390000.0
39,1.0,1.0,400.0,0.0,250000.0
39,2.0,1.0,398.0,0.0,320000.0
77,1.0,1.0,691.0,0.0,580000.0
68,1.0,2.0,650.0,0.0,380000.0
34,1.0,1.0,300.0,0.0,150000.0
34,1.0,1.0,440.0,0.0,298000.0
76,2.0,2.0,511.0,0.0,550000.0
76,1.0,1.0,590.0,0.0,580000.0
50,1.0,1.0,277.0,0.0,305000.0
60,1.0,1.0,490.0,0.0,375000.0
31,1.0,1.0,300.0,0.0,350000.0
45,1.0,1.0,362.0,0.0,290000.0
62,1.0,1.0,518.0,0.0,330000.0
57,1.0,1.0,520.0,0.0,477000.0
42,1.0,1.0,390.0,0.0,260000.0
39,1.0,1.0,450.0,0.0,300000.0
47,1.0,1.0,500.0,0.0,330000.0
70,2.0,3.0,640.0,0.0,470000.0
38,1.0,1.0,400.0,1.0,585400.0
38,1.0,1.0,400.0,1.0,585400.0
51,1.0,1.0,399.0,0.0,260000.0
67,1.0,2.0,440.0,0.0,360000.0
70,1.0,1.0,500.0,0.0,580000.0
37,1.0,1.0,380.0,0.0,170000.0
27,1.0,1.0,270.0,0.0,255000.0
64,1.0,1.0,420.0,0.0,380000.0
47,1.0,1.0,359.0,0.0,310000.0
75,1.0,2.0,420.0,0.0,350000.0
40,1.0,1.0,280.0,0.0,280000.0
78,1.0,1.0,470.0,0.0,360000.0
120,4.0,3.0,815.0,0.0,465000.0
39,1.0,1.0,448.0,0.0,270000.0
44,1.0,1.0,500.0,0.0,482460.0
35,1.0,2.0,320.0,0.0,417000.0
98,2.0,2.0,440.0,0.0,500000.0
38,1.0,1.0,156.0,0.0,308000.0
99,1.0,2.0,670.0,0.0,700000.0
120,4.0,3.0,815.0,0.0,465000.0
53,1.0,1.0,567.0,0.0,300000.0
102,1.0,2.0,420.0,0.0,580000.0
31,1.0,1.0,600.0,0.0,249000.0
35,1.0,1.0,550.0,0.0,220000.0
87,2.0,2.0,550.0,0.0,550000.0
39,1.0,1.0,659.0,1.0,650000.0
50,1.0,1.0,200.0,0.0,225000.0
44,1.0,1.0,450.0,0.0,180000.0
84,2.0,1.0,750.0,0.0,550000.0
47,1.0,1.0,280.0,0.0,250000.0
78,2.0,2.0,749.0,0.0,545000.0
36,1.0,1.0,690.0,1.0,318000.0
55,1.0,1.0,890.0,0.0,400000.0
47,1.0,1.0,550.0,0.0,339300.0
35,1.0,1.0,443.0,0.0,300000.0
78,1.0,1.0,499.0,0.0,460000.0
39,2.0,1.0,398.0,0.0,320000.0
39,1.0,1.0,190.0,0.0,310000.0
77,1.0,1.0,591.0,0.0,580000.0
86,2.0,2.0,558.0,0.0,500000.0
35,1.0,1.0,572.0,0.0,420000.0
86,2.0,3.0,280.0,0.0,395000.0
36,1.0,1.0,430.0,1.0,460000.0
39,1.0,1.0,450.0,0.0,300000.0
27,1.0,1.0,347.0,0.0,200000.0
42,1.0,1.0,400.0,0.0,400000.0
77,2.0,1.0,591.0,0.0,580000.0
44,1.0,1.0,270.0,0.0,310000.0
50,1.0,1.0,400.0,0.0,335000.0
29,1.0,1.0,290.0,0.0,477000.0
35,1.0,1.0,244.0,0.0,300000.0
38,1.0,1.0,305.0,1.0,440918.0
33,1.0,1.0,321.0,0.0,420000.0
36,1.0,2.0,300.0,0.0,382000.0
42,1.0,1.0,445.0,0.0,385000.0
