area_limpo,bathrooms_limpo,rooms_limpo,condo_limpo,garages_limpo,price_limpo
90,3.0,2.0,1100.0,2.0,1100000.0
45,1.0,1.0,680.0,1.0,573000.0
70,1.0,2.0,900.0,1.0,890000.0
57,2.0,2.0,805.0,1.0,940000.0
75,2.0,2.0,780.0,1.0,950000.0
95,4.0,2.0,1200.0,2.0,1150000.0
98,2.0,3.0,912.0,1.0,770000.0
74,2.0,2.0,666.0,1.0,900000.0
100,2.0,3.0,1150.0,2.0,1000000.0
104,4.0,3.0,1165.0,2.0,1600000.0
113,4.0,4.0,1130.0,2.0,1550000.0
35,1.0,1.0,570.0,1.0,650000.0
100,3.0,3.0,1080.0,2.0,1350000.0
64,2.0,2.0,585.0,1.0,941327.0
98,3.0,3.0,1088.0,2.0,1800000.0
79,2.0,2.0,711.0,2.0,1185000.0
75,2.0,2.0,780.0,1.0,1010000.0
40,1.0,1.0,742.0,1.0,440000.0
72,2.0,1.0,786.0,2.0,970000.0
86,4.0,2.0,950.0,2.0,1300000.0
170,5.0,3.0,1690.0,3.0,1840000.0
288,5.0,4.0,2800.0,4.0,6000000.0
82,2.0,2.0,920.0,1.0,1060000.0
103,3.0,2.0,943.0,2.0,1855000.0
170,5.0,3.0,1769.0,3.0,3300000.0
143,4.0,3.0,1443.0,2.0,2500000.0
37,1.0,1.0,500.0,1.0,380000.0
98,3.0,3.0,1150.0,2.0,1100000.0
124,3.0,3.0,2026.0,2.0,1705000.0
55,2.0,1.0,720.0,1.0,749000.0
80,3.0,2.0,780.0,1.0,1060000.0
66,2.0,2.0,900.0,1.0,1100000.0
98,3.0,3.0,900.0,2.0,1550000.0
280,4.0,3.0,1800.0,2.0,1650000.0
99,3.0,3.0,1200.0,2.0,1315000.0
110,3.0,3.0,1800.0,2.0,1390000.0
43,1.0,1.0,629.0,1.0,620000.0
43,1.0,1.0,629.0,1.0,620000.0
52,2.0,2.0,416.0,1.0,807000.0
180,4.0,3.0,1675.0,3.0,2200000.0
98,3.0,3.0,1200.0,2.0,1315000.0
96,3.0,3.0,984.0,2.0,1040000.0
153,5.0,3.0,1500.0,2.0,2700200.0
80,2.0,2.0,950.0,2.0,1265000.0
79,2.0,1.0,800.0,1.0,1164909.0
44,1.0,1.0,700.0,1.0,700000.0
126,4.0,3.0,1200.0,3.0,2099000.0
67,2.0,2.0,690.0,1.0,857000.0
74,3.0,2.0,1200.0,2.0,989000.0
79,2.0,2.0,950.0,2.0,1250000.0
66,2.0,3.0,700.0,2.0,1006000.0
33,1.0,1.0,436.0,1.0,415000.0
57,1.0,2.0,744.0,1.0,775500.0
142,5.0,4.0,1400.0,2.0,1700000.0
53,3.0,2.0,510.0,2.0,876000.0
173,3.0,3.0,2100.0,3.0,3350000.0
180,5.0,3.0,1950.0,3.0,1968085.0
97,3.0,2.0,1200.0,2.0,1150000.0
105,4.0,3.0,872.0,3.0,1280000.0
71,2.0,2.0,850.0,1.0,1350000.0
71,2.0,2.0,700.0,1.0,1340000.0
306,5.0,4.0,2000.0,4.0,6000000.0
57,2.0,2.0,803.0,1.0,948000.0
78,2.0,2.0,650.0,1.0,1360000.0
75,2.0,2.0,900.0,1.0,950000.0
56,2.0,2.0,810.0,1.0,950000.0
190,5.0,3.0,1300.0,2.0,2290000.0
113,4.0,4.0,1150.0,2.0,1550000.0
60,2.0,2.0,872.0,1.0,780000.0
100,3.0,2.0,1000.0,1.0,935000.0
76,2.0,2.0,890.0,1.0,690000.0
102,4.0,2.0,1500.0,2.0,1461000.0
121,4.0,3.0,1500.0,3.0,1790000.0
96,1.0,3.0,1116.0,2.0,980000.0
105,3.0,3.0,1700.0,2.0,1400000.0
55,1.0,1.0,600.0,1.0,890077.0
57,2.0,2.0,551.0,1.0,680000.0
165,5.0,3.0,1983.0,3.0,2300000.0
65,2.0,2.0,520.0,2.0,929995.0
143,4.0,3.0,1300.0,2.0,1500000.0
75,3.0,2.0,903.0,1.0,1000000.0
65,2.0,2.0,470.0,1.0,800000.0
113,1.0,3.0,1130.0,2.0,1490000.0
123,1.0,2.0,1860.0,2.0,1180000.0
57,1.0,2.0,751.0,1.0,720000.0
245,5.0,3.0,2257.0,3.0,2360000.0
70,2.0,2.0,943.0,1.0,730000.0
105,3.0,3.0,1240.0,2.0,960000.0
143,5.0,4.0,1805.0,3.0,1489000.0
98,1.0,3.0,900.0,2.0,1550000.0
98,4.0,3.0,1160.0,2.0,1100000.0
80,2.0,2.0,550.0,2.0,1060000.0
94,1.0,3.0,752.0,2.0,990000.0
100,3.0,2.0,1150.0,1.0,1150000.0
74,1.0,2.0,664.0,1.0,795000.0
50,1.0,1.0,650.0,1.0,550000.0
33,1.0,1.0,450.0,1.0,415000.0
63,2.0,2.0,580.0,1.0,830000.0
110,3.0,2.0,1165.0,2.0,1400000.0
77,2.0,2.0,937.0,1.0,850000.0
85,2.0,3.0,690.0,2.0,850000.0
66,2.0,3.0,608.0,1.0,993261.0
135,4.0,3.0,1165.0,2.0,1600000.0
86,4.0,3.0,1200.0,2.0,1350000.0
97,3.0,3.0,1180.0,2.0,1090000.0
57,2.0,2.0,750.0,1.0,725000.0
130,3.0,3.0,1660.0,2.0,1500000.0
79,2.0,2.0,800.0,1.0,960000.0
92,2.0,2.0,1010.0,2.0,1590000.0
75,2.0,2.0,725.0,1.0,848000.0
90,3.0,2.0,1500.0,2.0,1480000.0
98,4.0,3.0,1152.0,2.0,1100000.0
98,4.0,3.0,1180.0,2.0,1100000.0
66,2.0,2.0,805.0,1.0,954000.0
47,1.0,1.0,690.0,1.0,750000.0
80,2.0,2.0,470.0,1.0,535000.0
106,3.0,3.0,749.0,1.0,1100000.0
100,3.0,2.0,1100.0,1.0,2000000.0
79,2.0,2.0,950.0,2.0,1250000.0
33,1.0,1.0,500.0,1.0,415000.0
163,5.0,4.0,800.0,3.0,1890000.0
142,5.0,3.0,1300.0,2.0,1810000.0
63,2.0,2.0,800.0,1.0,756087.0
80,2.0,3.0,900.0,1.0,1050000.0
161,4.0,2.0,2100.0,2.0,3300000.0
99,4.0,3.0,1200.0,2.0,1125000.0
96,3.0,3.0,1100.0,2.0,1190000.0
90,2.0,2.0,890.0,2.0,1680026.0
63,2.0,2.0,580.0,1.0,800000.0
70,1.0,1.0,1080.0,1.0,660000.0
99,3.0,3.0,1100.0,2.0,1200000.0
107,3.0,3.0,990.0,2.0,1800000.0
95,2.0,2.0,720.0,2.0,1200000.0
71,2.0,2.0,800.0,1.0,1100000.0
45,1.0,1.0,700.0,0.0,480000.0
54,2.0,2.0,800.0,1.0,800000.0
65,2.0,2.0,900.0,2.0,750000.0
105,2.0,3.0,960.0,1.0,950000.0
150,4.0,3.0,1300.0,2.0,1620000.0
169,5.0,3.0,2350.0,4.0,2050000.0
72,2.0,2.0,700.0,1.0,1340000.0
184,5.0,3.0,1472.0,3.0,3200000.0
70,1.0,2.0,750.0,1.0,720000.0
75,2.0,2.0,751.0,1.0,750000.0
100,4.0,3.0,1556.0,2.0,1350000.0
102,3.0,2.0,1700.0,2.0,1410000.0
120,3.0,3.0,1100.0,2.0,1600000.0
70,2.0,2.0,750.0,1.0,780000.0
85,3.0,3.0,966.0,1.0,800000.0
48,1.0,1.0,550.0,1.0,720000.0
110,4.0,2.0,1235.0,1.0,1299000.0
80,2.0,2.0,550.0,2.0,1060000.0
125,4.0,3.0,1680.0,2.0,1380000.0
118,3.0,3.0,1610.0,2.0,1190000.0
87,2.0,3.0,890.0,1.0,1200000.0
188,4.0,4.0,1900.0,3.0,2200000.0
51,2.0,1.0,408.0,1.0,789716.0
97,3.0,3.0,990.0,2.0,1100000.0
79,2.0,2.0,950.0,2.0,1293000.0
90,3.0,2.0,800.0,1.0,960000.0
117,2.0,2.0,1025.0,2.0,1745000.0
90,3.0,3.0,1200.0,2.0,1100000.0
81,2.0,2.0,920.0,1.0,1060000.0
107,3.0,2.0,1260.0,1.0,1125000.0
98,3.0,3.0,900.0,2.0,1540000.0
105,4.0,3.0,1376.0,2.0,1390000.0
170,5.0,3.0,1690.0,2.0,1850000.0
61,2.0,2.0,730.0,1.0,730000.0
142,5.0,4.0,2800.0,4.0,1980000.0
86,4.0,2.0,950.0,1.0,895000.0
95,3.0,3.0,1350.0,2.0,1470000.0
71,2.0,2.0,700.0,1.0,1327000.0
140,5.0,3.0,1741.0,2.0,1649000.0
60,2.0,2.0,800.0,1.0,695000.0
63,3.0,2.0,580.0,1.0,830000.0
181,5.0,3.0,2150.0,3.0,3350000.0
57,2.0,2.0,803.0,1.0,960000.0
127,3.0,3.0,1010.0,1.0,1800000.0
95,4.0,3.0,1170.0,2.0,1100000.0
86,2.0,2.0,800.0,1.0,750000.0
54,1.0,2.0,594.0,1.0,699000.0
100,4.0,2.0,1500.0,2.0,1690099.0
133,5.0,3.0,1540.0,2.0,1935000.0
94,3.0,2.0,762.0,2.0,1200000.0
184,4.0,3.0,2702.0,3.0,4500000.0
79,2.0,2.0,950.0,2.0,1293000.0
50,1.0,1.0,844.0,1.0,530000.0
65,2.0,2.0,645.0,1.0,749000.0
103,2.0,2.0,943.0,2.0,1855000.0
104,4.0,3.0,1200.0,3.0,1650000.0
37,1.0,1.0,645.0,1.0,380000.0
37,1.0,1.0,645.0,1.0,380000.0
176,2.0,2.0,1850.0,2.0,1580000.0
54,2.0,2.0,950.0,1.0,800000.0
98,4.0,3.0,1150.0,2.0,1150000.0
120,4.0,1.0,960.0,2.0,1837321.0
149,5.0,3.0,1700.0,2.0,2120123.0
90,3.0,3.0,980.0,1.0,828000.0
91,3.0,3.0,1080.0,2.0,1350000.0
124,2.0,2.0,1500.0,2.0,1908000.0
105,3.0,4.0,905.0,2.0,1575000.0
96,3.0,3.0,1241.0,2.0,1410000.0
110,3.0,3.0,1250.0,3.0,1550000.0
66,2.0,2.0,770.0,1.0,650000.0
220,3.0,3.0,2300.0,2.0,2297000.0
53,1.0,1.0,550.0,1.0,690000.0
98,2.0,3.0,800.0,1.0,655000.0
73,3.0,2.0,1110.0,1.0,950000.0
124,3.0,4.0,1400.0,2.0,1650000.0
70,1.0,2.0,660.0,1.0,810000.0
102,3.0,3.0,1000.0,1.0,1000000.0
98,3.0,3.0,1100.0,2.0,1550000.0
105,3.0,3.0,1017.0,1.0,1150000.0
57,2.0,2.0,848.0,1.0,775500.0
51,2.0,2.0,507.0,1.0,640000.0
135,4.0,3.0,1600.0,3.0,1650000.0
100,3.0,2.0,1528.0,1.0,995000.0
80,2.0,2.0,780.0,1.0,990000.0
105,2.0,3.0,590.0,1.0,925000.0
80,2.0,2.0,780.0,1.0,990002.0
116,2.0,2.0,1218.0,3.0,1650000.0
60,2.0,2.0,1123.0,1.0,890000.0
120,4.0,3.0,1600.0,2.0,1270000.0
65,1.0,2.0,630.0,1.0,850000.0
86,1.0,2.0,580.0,1.0,790000.0
71,2.0,2.0,800.0,1.0,1165000.0
112,3.0,3.0,996.0,1.0,2120000.0
65,1.0,2.0,699.0,1.0,940000.0
42,1.0,1.0,570.0,1.0,657000.0
128,4.0,3.0,1200.0,1.0,1430000.0
97,3.0,2.0,874.0,2.0,1455000.0
61,2.0,2.0,730.0,1.0,730000.0
102,4.0,2.0,1700.0,2.0,1472000.0
42,1.0,1.0,570.0,1.0,657000.0
98,2.0,3.0,900.0,2.0,1550000.0
98,1.0,3.0,850.0,2.0,1150000.0
35,1.0,1.0,516.0,1.0,450000.0
51,1.0,2.0,761.0,1.0,585000.0
53,1.0,1.0,840.0,1.0,750000.0
38,1.0,1.0,555.0,1.0,750000.0
75,3.0,3.0,720.0,1.0,850000.0
53,2.0,2.0,650.0,1.0,826000.0
53,2.0,2.0,651.0,1.0,826000.0
55,1.0,2.0,896.0,2.0,650000.0
70,1.0,1.0,860.0,1.0,750000.0
45,1.0,1.0,720.0,1.0,550000.0
98,5.0,3.0,1150.0,2.0,1100000.0
137,5.0,4.0,1580.0,3.0,2495000.0
96,3.0,3.0,1080.0,2.0,1320000.0
51,1.0,1.0,812.0,1.0,500000.0
102,3.0,3.0,816.0,2.0,1296000.0
56,2.0,2.0,850.0,1.0,960000.0
178,5.0,3.0,1889.0,3.0,2300000.0
102,4.0,3.0,1760.0,2.0,1050000.0
97,2.0,3.0,790.0,1.0,1223000.0
64,2.0,2.0,512.0,1.0,896000.0
147,3.0,3.0,2050.0,3.0,1843000.0
97,3.0,3.0,1150.0,1.0,1150000.0
37,1.0,1.0,645.0,1.0,380000.0
67,2.0,2.0,806.0,1.0,1100000.0
102,4.0,2.0,1532.0,2.0,1760000.0
41,1.0,1.0,750.0,1.0,430000.0
98,3.0,3.0,1100.0,2.0,1550000.0
98,3.0,3.0,1100.0,2.0,1550000.0
70,2.0,2.0,700.0,1.0,800000.0
76,2.0,2.0,850.0,2.0,1436000.0
51,2.0,2.0,700.0,1.0,890000.0
71,2.0,2.0,700.0,1.0,1330000.0
38,1.0,1.0,600.0,1.0,424000.0
85,3.0,3.0,800.0,1.0,780000.0
71,2.0,2.0,700.0,1.0,1340000.0
78,2.0,2.0,900.0,1.0,980000.0
69,2.0,2.0,772.0,1.0,950000.0
100,3.0,2.0,980.0,1.0,940000.0
105,2.0,2.0,770.0,1.0,790000.0
41,1.0,1.0,650.0,1.0,520000.0
102,3.0,2.0,1000.0,2.0,1463982.0
117,2.0,2.0,1053.0,2.0,1872000.0
66,2.0,2.0,906.0,1.0,1105000.0
55,1.0,2.0,860.0,2.0,650000.0
98,3.0,3.0,1028.0,2.0,1550000.0
147,5.0,3.0,1980.0,1.0,1847000.0
50,1.0,2.0,470.0,1.0,529000.0
92,2.0,2.0,1120.0,1.0,1000000.0
74,3.0,3.0,900.0,1.0,850000.0
128,3.0,4.0,1000.0,2.0,2000000.0
47,1.0,1.0,780.0,1.0,687000.0
70,3.0,2.0,1100.0,1.0,898000.0
120,4.0,3.0,1750.0,2.0,1450000.0
115,2.0,3.0,1195.0,2.0,1200000.0
115,4.0,3.0,1240.0,2.0,1280000.0
86,3.0,2.0,950.0,2.0,1300000.0
93,3.0,3.0,1070.0,1.0,980000.0
117,5.0,3.0,1379.0,3.0,1600000.0
102,3.0,2.0,1762.0,2.0,1472000.0
74,3.0,2.0,864.0,1.0,962000.0
160,5.0,4.0,1500.0,3.0,1995000.0
112,2.0,3.0,1500.0,2.0,1400000.0
76,3.0,2.0,700.0,1.0,1214770.0
76,3.0,2.0,700.0,1.0,1215440.0
128,2.0,2.0,1167.0,1.0,1200000.0
104,4.0,3.0,1200.0,3.0,1550000.0
93,1.0,2.0,650.0,2.0,790000.0
216,5.0,3.0,2380.0,2.0,2400000.0
70,2.0,2.0,720.0,1.0,750000.0
100,3.0,2.0,1100.0,1.0,940000.0
115,3.0,3.0,1200.0,2.0,1350000.0
98,2.0,3.0,1100.0,2.0,1550000.0
55,1.0,2.0,830.0,1.0,787000.0
160,5.0,3.0,1583.0,3.0,2850000.0
153,5.0,3.0,1500.0,2.0,2700110.0
87,2.0,2.0,820.0,1.0,1200000.0
170,4.0,4.0,1480.0,2.0,1890000.0
55,3.0,2.0,786.0,1.0,710000.0
100,3.0,2.0,1528.0,1.0,994000.0
204,4.0,3.0,2200.0,3.0,3780000.0
112,3.0,3.0,1220.0,1.0,1980000.0
60,2.0,2.0,700.0,1.0,695000.0
103,2.0,3.0,943.0,2.0,1855000.0
195,4.0,4.0,1300.0,2.0,2320000.0
125,2.0,1.0,1600.0,2.0,1780000.0
90,3.0,2.0,1150.0,1.0,1260000.0
99,3.0,3.0,1070.0,2.0,1300000.0
66,2.0,2.0,500.0,1.0,660000.0
81,3.0,3.0,860.0,1.0,860000.0
240,4.0,4.0,2000.0,4.0,2160000.0
80,2.0,2.0,750.0,1.0,799000.0
47,1.0,1.0,665.0,1.0,650000.0
98,3.0,3.0,1100.0,2.0,1550000.0
60,1.0,2.0,800.0,1.0,780000.0
129,4.0,4.0,1100.0,2.0,1990000.0
90,4.0,3.0,1128.0,2.0,1080000.0
50,1.0,1.0,650.0,1.0,719000.0
50,1.0,1.0,650.0,1.0,719000.0
45,1.0,1.0,500.0,1.0,669000.0
80,3.0,3.0,837.0,1.0,990000.0
97,4.0,3.0,910.0,1.0,1280000.0
33,1.0,1.0,436.0,1.0,397000.0
80,2.0,3.0,1100.0,1.0,848000.0
95,4.0,2.0,1200.0,2.0,1400000.0
88,3.0,3.0,1215.0,1.0,750000.0
157,4.0,3.0,1884.0,2.0,1750000.0
163,3.0,2.0,2300.0,2.0,2590000.0
56,2.0,1.0,750.0,1.0,1044000.0
38,1.0,1.0,580.0,1.0,480000.0
95,2.0,3.0,1079.0,2.0,1390000.0
100,3.0,2.0,1600.0,3.0,1280000.0
110,5.0,3.0,1000.0,2.0,1380000.0
44,1.0,1.0,550.0,1.0,551000.0
102,4.0,2.0,1700.0,2.0,1410000.0
37,1.0,1.0,530.0,1.0,610000.0
182,5.0,3.0,2100.0,3.0,3400000.0
102,2.0,2.0,780.0,1.0,790000.0
182,5.0,3.0,2400.0,3.0,2950000.0
102,3.0,2.0,1700.0,2.0,1410000.0
110,4.0,3.0,1250.0,2.0,1700000.0
82,2.0,2.0,920.0,1.0,1060000.0
82,2.0,2.0,920.0,1.0,1060000.0
82,2.0,2.0,920.0,1.0,1060000.0
96,3.0,3.0,1080.0,2.0,1320000.0
102,3.0,2.0,1700.0,2.0,1472000.0
95,2.0,2.0,800.0,1.0,990000.0
43,1.0,1.0,629.0,1.0,620000.0
80,2.0,2.0,860.0,1.0,742000.0
105,4.0,2.0,1375.0,1.0,1080000.0
42,1.0,1.0,450.0,1.0,450000.0
116,2.0,3.0,1180.0,3.0,1990000.0
80,2.0,2.0,950.0,2.0,1265000.0
82,2.0,2.0,920.0,1.0,1058953.0
103,2.0,2.0,1000.0,2.0,1905000.0
74,3.0,2.0,914.0,2.0,910000.0
105,3.0,3.0,1109.0,2.0,1855000.0
79,2.0,2.0,950.0,2.0,1250000.0
33,1.0,1.0,436.0,1.0,415000.0
160,5.0,3.0,1900.0,3.0,1998000.0
68,2.0,1.0,700.0,1.0,1160000.0
105,3.0,3.0,1600.0,2.0,1400000.0
102,3.0,2.0,1700.0,2.0,1410000.0
45,1.0,1.0,599.0,1.0,550000.0
101,1.0,3.0,950.0,1.0,865000.0
52,2.0,2.0,468.0,1.0,780151.0
140,4.0,4.0,1740.0,2.0,1389000.0
65,2.0,3.0,585.0,2.0,1048000.0
54,2.0,2.0,800.0,1.0,800000.0
98,3.0,3.0,900.0,2.0,1550000.0
105,4.0,3.0,900.0,2.0,1260500.0
55,1.0,2.0,790.0,1.0,580000.0
70,2.0,2.0,680.0,1.0,773000.0
170,5.0,3.0,2300.0,3.0,2600000.0
90,2.0,2.0,1040.0,2.0,1200000.0
110,2.0,3.0,980.0,2.0,1590000.0
71,2.0,3.0,950.0,2.0,900000.0
200,3.0,3.0,1880.0,2.0,2149000.0
67,2.0,2.0,906.0,1.0,1100000.0
100,4.0,2.0,980.0,2.0,1500000.0
79,3.0,2.0,950.0,2.0,1250000.0
40,1.0,1.0,710.0,1.0,550000.0
58,2.0,2.0,863.0,1.0,650000.0
100,2.0,3.0,1121.0,1.0,1000000.0
106,4.0,3.0,1012.0,2.0,1320000.0
57,1.0,2.0,750.0,1.0,717000.0
57,2.0,2.0,849.0,1.0,776000.0
115,4.0,3.0,1200.0,2.0,1250000.0
38,1.0,1.0,500.0,1.0,610000.0
100,3.0,2.0,980.0,1.0,940000.0
105,3.0,2.0,1700.0,2.0,1750000.0
69,2.0,2.0,600.0,1.0,897400.0
105,4.0,2.0,1700.0,2.0,1750000.0
124,5.0,3.0,1400.0,2.0,1800000.0
57,2.0,1.0,900.0,2.0,1060000.0
148,5.0,3.0,1184.0,2.0,1845000.0
139,4.0,3.0,1239.0,3.0,2600000.0
111,3.0,3.0,1119.0,1.0,1860000.0
105,3.0,3.0,1200.0,2.0,950000.0
48,1.0,1.0,600.0,1.0,714000.0
150,5.0,3.0,1765.0,3.0,2500000.0
96,2.0,3.0,700.0,1.0,900000.0
103,2.0,2.0,943.0,2.0,1905000.0
87,2.0,2.0,885.0,2.0,1000000.0
35,1.0,1.0,682.0,1.0,405000.0
70,2.0,2.0,880.0,1.0,788000.0
50,2.0,1.0,850.0,1.0,480000.0
67,2.0,2.0,806.0,1.0,1100000.0
103,3.0,3.0,1499.0,2.0,1350000.0
66,3.0,2.0,1165.0,1.0,1197000.0
96,3.0,3.0,1080.0,2.0,1320000.0
224,3.0,3.0,1900.0,4.0,2400000.0
35,1.0,1.0,680.0,1.0,450000.0
53,2.0,2.0,500.0,1.0,840000.0
100,3.0,3.0,900.0,2.0,1650000.0
95,3.0,3.0,980.0,1.0,1050000.0
40,1.0,1.0,480.0,0.0,485000.0
67,2.0,2.0,806.0,2.0,1250000.0
105,4.0,3.0,1400.0,2.0,1200000.0
199,5.0,3.0,2200.0,2.0,3000000.0
104,3.0,3.0,1200.0,3.0,1540000.0
54,2.0,2.0,500.0,1.0,826744.0
72,2.0,2.0,1100.0,2.0,980000.0
95,3.0,3.0,970.0,1.0,990000.0
76,1.0,2.0,725.0,0.0,600000.0
71,2.0,2.0,951.0,2.0,1050000.0
124,4.0,2.0,1464.0,3.0,1915000.0
90,3.0,2.0,1150.0,1.0,1290000.0
78,1.0,2.0,645.0,1.0,750000.0
105,4.0,3.0,1800.0,2.0,1100000.0
106,3.0,2.0,1012.0,2.0,1400000.0
50,1.0,1.0,700.0,1.0,550000.0
43,1.0,1.0,629.0,1.0,620000.0
33,1.0,1.0,436.0,1.0,415000.0
98,4.0,3.0,1100.0,2.0,1550000.0
80,2.0,3.0,980.0,1.0,800000.0
181,5.0,3.0,2450.0,2.0,2950000.0
100,3.0,3.0,950.0,1.0,950000.0
86,2.0,2.0,725.0,1.0,860000.0
98,4.0,3.0,1100.0,2.0,1100000.0
100,3.0,3.0,900.0,2.0,1650000.0
116,2.0,2.0,1218.0,3.0,1649990.0
137,4.0,3.0,1650.0,3.0,2200000.0
72,1.0,2.0,780.0,1.0,763000.0
80,2.0,2.0,1000.0,2.0,990000.0
35,1.0,1.0,680.0,1.0,450000.0
33,1.0,1.0,436.0,1.0,415000.0
85,2.0,2.0,785.0,1.0,850000.0
99,4.0,3.0,1339.0,2.0,1150000.0
110,4.0,2.0,1000.0,2.0,1400000.0
95,3.0,3.0,930.0,2.0,1050000.0
94,5.0,3.0,1198.0,2.0,1063000.0
110,3.0,3.0,1250.0,3.0,1560000.0
36,1.0,1.0,530.0,1.0,668000.0
92,3.0,3.0,1050.0,2.0,1235000.0
82,2.0,2.0,920.0,1.0,1060000.0
112,3.0,3.0,960.0,1.0,1860000.0
105,3.0,3.0,1142.0,2.0,960000.0
40,1.0,1.0,480.0,1.0,480000.0
50,1.0,2.0,750.0,1.0,720000.0
43,1.0,1.0,610.0,1.0,535000.0
165,5.0,4.0,1500.0,3.0,1800000.0
65,2.0,3.0,600.0,2.0,1068000.0
55,2.0,1.0,650.0,1.0,799000.0
83,2.0,1.0,664.0,1.0,1308000.0
85,2.0,3.0,1200.0,2.0,975200.0
90,2.0,2.0,1150.0,1.0,1252000.0
55,1.0,2.0,830.0,1.0,790000.0
75,2.0,3.0,780.0,1.0,990000.0
143,4.0,3.0,1300.0,2.0,1810000.0
82,2.0,3.0,600.0,1.0,730000.0
83,2.0,3.0,670.0,2.0,798000.0
65,2.0,2.0,690.0,2.0,550000.0
51,2.0,2.0,645.0,1.0,390000.0
63,2.0,3.0,465.0,1.0,470000.0
64,2.0,2.0,538.0,2.0,489900.0
73,2.0,3.0,587.0,2.0,500000.0
64,2.0,3.0,600.0,1.0,460000.0
55,2.0,2.0,550.0,1.0,425000.0
96,2.0,3.0,750.0,2.0,870000.0
65,2.0,2.0,640.0,1.0,420000.0
81,3.0,3.0,640.0,2.0,640000.0
63,2.0,3.0,560.0,1.0,490000.0
45,1.0,2.0,611.0,1.0,350000.0
92,3.0,3.0,510.0,2.0,850000.0
90,3.0,3.0,570.0,2.0,745000.0
64,2.0,2.0,480.0,1.0,497000.0
55,2.0,2.0,540.0,1.0,410000.0
90,3.0,3.0,515.0,2.0,630000.0
52,1.0,1.0,350.0,1.0,465000.0
120,4.0,3.0,650.0,2.0,1280000.0
75,2.0,2.0,650.0,2.0,647000.0
86,2.0,2.0,650.0,1.0,763200.0
70,3.0,2.0,500.0,2.0,520000.0
65,2.0,2.0,600.0,1.0,551000.0
58,1.0,2.0,503.0,1.0,399000.0
68,2.0,2.0,580.0,2.0,546000.0
64,2.0,2.0,485.0,1.0,380000.0
64,2.0,2.0,550.0,1.0,500000.0
85,2.0,2.0,750.0,2.0,822000.0
64,1.0,3.0,320.0,1.0,425000.0
73,2.0,3.0,340.0,2.0,419900.0
57,2.0,2.0,399.0,1.0,399000.0
49,2.0,2.0,400.0,1.0,420000.0
62,2.0,2.0,590.0,2.0,435000.0
71,2.0,3.0,490.0,2.0,569000.0
64,2.0,2.0,620.0,2.0,620000.0
60,2.0,2.0,592.0,2.0,480000.0
50,1.0,2.0,529.0,1.0,345000.0
61,2.0,2.0,600.0,1.0,423000.0
65,2.0,3.0,407.0,1.0,585000.0
55,1.0,2.0,390.0,1.0,425000.0
92,3.0,3.0,700.0,2.0,790000.0
59,2.0,2.0,400.0,1.0,410000.0
76,2.0,3.0,650.0,2.0,620000.0
82,2.0,2.0,680.0,2.0,745000.0
43,2.0,2.0,350.0,1.0,345000.0
59,2.0,2.0,400.0,1.0,410000.0
125,4.0,3.0,926.0,2.0,1100000.0
77,2.0,3.0,650.0,2.0,700000.0
102,2.0,3.0,491.0,2.0,900000.0
63,2.0,3.0,550.0,1.0,535000.0
76,2.0,3.0,650.0,2.0,650000.0
87,1.0,3.0,640.0,2.0,720000.0
60,2.0,2.0,510.0,1.0,400000.0
86,2.0,3.0,680.0,2.0,735000.0
83,2.0,3.0,600.0,2.0,680000.0
73,2.0,3.0,450.0,2.0,419900.0
68,2.0,3.0,460.0,2.0,500000.0
83,2.0,2.0,600.0,1.0,730000.0
92,3.0,3.0,800.0,2.0,780000.0
60,2.0,2.0,500.0,1.0,480000.0
52,2.0,2.0,519.0,1.0,388000.0
52,1.0,2.0,420.0,1.0,290000.0
80,2.0,3.0,620.0,2.0,480000.0
65,2.0,3.0,682.0,2.0,500000.0
58,1.0,2.0,420.0,1.0,370000.0
62,2.0,2.0,535.0,1.0,440000.0
70,2.0,2.0,490.0,1.0,570000.0
63,2.0,2.0,430.0,1.0,465000.0
94,2.0,3.0,670.0,2.0,750000.0
82,2.0,3.0,500.0,2.0,750000.0
64,2.0,2.0,350.0,1.0,415000.0
82,2.0,3.0,700.0,1.0,720000.0
65,2.0,2.0,300.0,2.0,485000.0
57,2.0,2.0,400.0,1.0,490000.0
80,1.0,3.0,470.0,2.0,590000.0
64,2.0,2.0,540.0,1.0,477000.0
80,2.0,3.0,650.0,2.0,545000.0
55,2.0,2.0,540.0,1.0,415000.0
60,2.0,2.0,450.0,1.0,475000.0
80,3.0,2.0,533.0,2.0,720000.0
45,2.0,2.0,400.0,1.0,442100.0
60,2.0,2.0,579.0,1.0,395000.0
86,2.0,3.0,650.0,2.0,735000.0
66,2.0,2.0,550.0,2.0,530000.0
64,2.0,2.0,350.0,1.0,460000.0
125,5.0,3.0,465.0,2.0,1100000.0
74,2.0,3.0,720.0,2.0,580000.0
74,2.0,3.0,530.0,2.0,540000.0
59,2.0,2.0,400.0,1.0,410000.0
57,2.0,2.0,580.0,1.0,400000.0
63,2.0,3.0,550.0,2.0,508000.0
73,3.0,3.0,450.0,2.0,461700.0
62,2.0,2.0,600.0,2.0,630000.0
68,2.0,2.0,660.0,2.0,755000.0
73,2.0,3.0,586.0,2.0,530000.0
60,2.0,2.0,490.0,1.0,420000.0
65,2.0,3.0,700.0,2.0,475000.0
66,2.0,2.0,545.0,2.0,577000.0
